ID,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,City,State Of US,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3175,CA-2015-100685,12/19/2015 0:00,Second Class,SM-20950,Suzanne McNair,Corporate,Omaha,Nebraska,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04,2,0,3.3088
3176,CA-2015-100685,12/19/2015 0:00,Second Class,SM-20950,Suzanne McNair,Corporate,Omaha,Nebraska,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,5.04,4,0,0.2016
3177,CA-2015-100685,12/19/2015 0:00,Second Class,SM-20950,Suzanne McNair,Corporate,Omaha,Nebraska,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3,0,56.9772
3178,CA-2016-140417,9/25/2016 0:00,Standard Class,KE-16420,Katrina Edelman,Corporate,Tigard,Oregon,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,5.022,1,0.7,-3.5154
3179,US-2017-151316,6/24/2017 0:00,Standard Class,MC-17635,Matthew Clasen,Corporate,Decatur,Illinois,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395
3180,US-2017-151316,6/24/2017 0:00,Standard Class,MC-17635,Matthew Clasen,Corporate,Decatur,Illinois,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10.272,3,0.2,3.21
3181,CA-2016-111913,8/4/2016 0:00,Second Class,LC-16930,Linda Cazamias,Corporate,Sacramento,California,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2,0.2,30.2384
3182,US-2014-156559,8/19/2014 0:00,Standard Class,LH-16900,Lena Hernandez,Consumer,Jonesboro,Arkansas,FUR-BO-10000711,Furniture,Bookcases,Hon Metal Bookcases Gray,638.82,9,0,172.4814
3183,CA-2016-161473,4/1/2016 0:00,Standard Class,TB-21175,Thomas Boland,Corporate,New York City,New York,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0,9.936
3184,CA-2016-161473,4/1/2016 0:00,Standard Class,TB-21175,Thomas Boland,Corporate,New York City,New York,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,0,3.285
3185,CA-2016-161473,4/1/2016 0:00,Standard Class,TB-21175,Thomas Boland,Corporate,New York City,New York,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644
3186,CA-2017-166576,5/16/2017 0:00,First Class,JM-15865,John Murray,Consumer,Akron,Ohio,OFF-ST-10002574,Office Supplies,Storage,SAFCO Commercial Wire Shelving Black,221.024,2,0.2,-55.256
3187,CA-2015-102491,8/24/2015 0:00,Standard Class,KW-16435,Katrina Willman,Consumer,Florence,Kentucky,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080,7,0,1416.8
3188,CA-2015-102491,8/24/2015 0:00,Standard Class,KW-16435,Katrina Willman,Consumer,Florence,Kentucky,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3,0,170.5113
3189,CA-2014-116904,9/23/2014 0:00,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,32.4,5,0,15.552
3190,CA-2014-116904,9/23/2014 0:00,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95,5,0,4630.4755
3191,CA-2014-116904,9/23/2014 0:00,Standard Class,SC-20095,Sanjit Chand,Consumer,Minneapolis,Minnesota,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,12.94,2,0,6.47
3192,US-2017-102288,6/19/2017 0:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Houston,Texas,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,146.176,8,0.2,47.5072
3193,CA-2017-137456,12/21/2017 0:00,Same Day,RB-19465,Rick Bensley,Home Office,Fremont,Nebraska,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,15.92,2,0,7.0048
3194,US-2017-155999,8/7/2017 0:00,Standard Class,JK-15370,Jay Kimmel,Consumer,San Diego,California,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159.96,5,0.2,17.9955
3195,US-2017-155999,8/7/2017 0:00,Standard Class,JK-15370,Jay Kimmel,Consumer,San Diego,California,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,2,0.2,4.644
3196,CA-2015-105599,9/7/2015 0:00,Same Day,MC-17275,Marc Crier,Consumer,New York City,New York,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96,2,0,0.2792
3197,CA-2015-105599,9/7/2015 0:00,Same Day,MC-17275,Marc Crier,Consumer,New York City,New York,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,3,0.4,-14.1639
3198,CA-2015-153717,12/25/2015 0:00,Standard Class,DL-13495,Dionis Lloyd,Corporate,Detroit,Michigan,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,160.98,1,0,20.9274
3199,CA-2015-153717,12/25/2015 0:00,Standard Class,DL-13495,Dionis Lloyd,Corporate,Detroit,Michigan,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0,8.4966
3200,CA-2015-153717,12/25/2015 0:00,Standard Class,DL-13495,Dionis Lloyd,Corporate,Detroit,Michigan,OFF-AR-10002375,Office Supplies,Art,Newell 351,3.28,1,0,0.9512
3201,CA-2015-116687,5/2/2015 0:00,Standard Class,NC-18625,Noah Childs,Corporate,Houston,Texas,OFF-LA-10000443,Office Supplies,Labels,Avery 501,8.856,3,0.2,2.9889
3202,CA-2015-116687,5/2/2015 0:00,Standard Class,NC-18625,Noah Childs,Corporate,Houston,Texas,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.376,3,0.2,13.8579
3203,CA-2016-163573,11/24/2016 0:00,First Class,AC-10450,Amy Cox,Consumer,Seattle,Washington,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1219.96,5,0.2,381.2375
3204,CA-2015-153416,11/24/2015 0:00,Standard Class,TS-21340,Toby Swindell,Consumer,Los Angeles,California,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,3.168,2,0.2,0.99
3205,CA-2015-153416,11/24/2015 0:00,Standard Class,TS-21340,Toby Swindell,Consumer,Los Angeles,California,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,3,0,9.3312
3206,CA-2017-117394,9/4/2017 0:00,Standard Class,MM-17920,Michael Moore,Consumer,Philadelphia,Pennsylvania,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4,0.2,-1.428
3207,CA-2017-133823,5/11/2017 0:00,Same Day,LP-17080,Liz Pelletier,Consumer,Seattle,Washington,OFF-LA-10004545,Office Supplies,Labels,Avery 50,37.59,3,0,17.6673
3208,CA-2014-127523,5/11/2014 0:00,Standard Class,BG-11695,Brooke Gillingham,Corporate,Watertown,New York,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,3,0,9.6957
3209,CA-2017-123239,7/27/2017 0:00,Second Class,MG-18145,Mike Gockenbach,Consumer,Jacksonville,Florida,FUR-FU-10001602,Furniture,Furnishings,Eldon Delta Triangular Chair Mat 52 x 58 Clear,91.032,3,0.2,-2.2758
3210,CA-2017-156769,5/6/2017 0:00,First Class,GZ-14470,Gary Zandusky,Consumer,Arlington,Virginia,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66,6,0,18.0378
3211,CA-2014-127299,9/19/2014 0:00,Standard Class,JL-15835,John Lee,Consumer,Charlotte,North Carolina,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,67.344,6,0.2,7.5762
3212,CA-2014-115336,11/18/2014 0:00,Standard Class,AB-10600,Ann Blume,Corporate,Chicago,Illinois,OFF-BI-10001107,Office Supplies,Binders,GBC White Gloss Covers Plain Front,14.48,5,0.8,-23.892
3213,CA-2015-111703,7/2/2015 0:00,Standard Class,KB-16315,Karl Braun,Consumer,Hollywood,Florida,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,11.952,3,0.2,4.0338
3214,CA-2015-111703,7/2/2015 0:00,Standard Class,KB-16315,Karl Braun,Consumer,Hollywood,Florida,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,15.552,3,0.2,5.6376
3215,CA-2014-128839,9/8/2014 0:00,Standard Class,TT-21070,Ted Trevino,Consumer,Chesapeake,Virginia,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45,9,0,21.6
3216,CA-2017-105914,10/2/2017 0:00,Standard Class,PV-18985,Paul Van Hugh,Home Office,Los Angeles,California,OFF-BI-10002854,Office Supplies,Binders,Performers Binder/Pad Holder Black,112.12,5,0.2,42.045
3217,CA-2017-105914,10/2/2017 0:00,Standard Class,PV-18985,Paul Van Hugh,Home Office,Los Angeles,California,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1575.14,7,0,204.7682
3218,CA-2017-110926,11/19/2017 0:00,Standard Class,DD-13570,Dorothy Dickinson,Consumer,Alexandria,Virginia,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,25.06,7,0,12.53
3219,CA-2017-127313,12/1/2017 0:00,First Class,RA-19285,Ralph Arnett,Consumer,Philadelphia,Pennsylvania,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,37.392,3,0.2,2.337
3220,CA-2017-127313,12/1/2017 0:00,First Class,RA-19285,Ralph Arnett,Consumer,Philadelphia,Pennsylvania,FUR-FU-10003798,Furniture,Furnishings,Ultra Door Kickplate 8H x 34W,79.12,5,0.2,13.846
3221,CA-2016-136287,6/13/2016 0:00,Standard Class,SS-20590,Sonia Sunley,Consumer,Wichita,Kansas,OFF-LA-10003148,Office Supplies,Labels,Avery 51,18.9,3,0,8.694
3222,CA-2017-112725,1/30/2017 0:00,Standard Class,EH-14125,Eugene Hildebrand,Home Office,San Francisco,California,OFF-AR-10003759,Office Supplies,Art,Crayola Anti Dust Chalk 12/Pack,12.74,7,0,5.733
3223,CA-2017-112725,1/30/2017 0:00,Standard Class,EH-14125,Eugene Hildebrand,Home Office,San Francisco,California,OFF-AR-10001227,Office Supplies,Art,Newell 338,8.82,3,0,2.3814
3224,CA-2017-112725,1/30/2017 0:00,Standard Class,EH-14125,Eugene Hildebrand,Home Office,San Francisco,California,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,1,0.2,-13.5882
3225,CA-2017-106068,10/23/2017 0:00,Standard Class,RB-19330,Randy Bradley,Consumer,Austin,Texas,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,13.72,1,0.2,1.2005
3226,CA-2017-106068,10/23/2017 0:00,Standard Class,RB-19330,Randy Bradley,Consumer,Austin,Texas,OFF-ST-10002344,Office Supplies,Storage,Carina 42Hx23 3/4W Media Storage Unit,259.136,4,0.2,-58.3056
3227,CA-2017-100160,9/7/2017 0:00,Standard Class,CB-12025,Cassandra Brandow,Consumer,Philadelphia,Pennsylvania,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,5,0.2,9.8685
3228,CA-2017-100160,9/7/2017 0:00,Standard Class,CB-12025,Cassandra Brandow,Consumer,Philadelphia,Pennsylvania,OFF-PA-10003072,Office Supplies,Paper,Eureka Recycled Copy Paper 8 1/2 x 11 Ream,15.552,3,0.2,5.4432
3229,CA-2017-100160,9/7/2017 0:00,Standard Class,CB-12025,Cassandra Brandow,Consumer,Philadelphia,Pennsylvania,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,4.896,3,0.2,1.6524
3230,CA-2016-139689,12/29/2016 0:00,Standard Class,MP-17965,Michael Paige,Corporate,Bristol,Tennessee,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4,0.7,-27.9312
3231,CA-2016-139689,12/29/2016 0:00,Standard Class,MP-17965,Michael Paige,Corporate,Bristol,Tennessee,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656
3232,CA-2015-101091,12/5/2015 0:00,Second Class,SW-20245,Scot Wooten,Consumer,Philadelphia,Pennsylvania,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,0.5998
3233,CA-2015-101091,12/5/2015 0:00,Second Class,SW-20245,Scot Wooten,Consumer,Philadelphia,Pennsylvania,OFF-BI-10001107,Office Supplies,Binders,GBC White Gloss Covers Plain Front,26.064,6,0.7,-19.9824
3234,CA-2014-126907,11/1/2014 0:00,Standard Class,SM-20950,Suzanne McNair,Corporate,Chicago,Illinois,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696,3,0.2,5.1012
3235,US-2016-164588,4/16/2016 0:00,Standard Class,AP-10915,Arthur Prichep,Consumer,Columbus,Georgia,OFF-AR-10003056,Office Supplies,Art,Newell 341,12.84,3,0,3.7236
3236,CA-2017-115546,5/14/2017 0:00,Standard Class,AH-10465,Amy Hunt,Consumer,New York City,New York,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,3,0,134.9925
3237,CA-2017-115546,5/14/2017 0:00,Standard Class,AH-10465,Amy Hunt,Consumer,New York City,New York,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0,5.8708
3238,CA-2015-163587,3/14/2015 0:00,Standard Class,EP-13915,Emily Phan,Consumer,Dover,New Hampshire,OFF-LA-10004484,Office Supplies,Labels,Avery 476,16.52,4,0,7.5992
3239,CA-2015-163587,3/14/2015 0:00,Standard Class,EP-13915,Emily Phan,Consumer,Dover,New Hampshire,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,671.94,3,0,315.8118
3240,US-2017-106131,1/14/2017 0:00,First Class,TP-21565,Tracy Poddar,Corporate,Aurora,Colorado,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,169.064,7,0.2,-14.7931
3241,US-2017-106131,1/14/2017 0:00,First Class,TP-21565,Tracy Poddar,Corporate,Aurora,Colorado,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,168.624,9,0.2,14.7546
3242,CA-2015-160213,3/8/2015 0:00,Standard Class,AR-10825,Anthony Rawles,Corporate,Long Beach,New York,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,19.44,3,0,9.3312
3243,CA-2014-157924,10/11/2014 0:00,First Class,HA-14920,Helen Andreada,Consumer,Pasadena,California,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0,8.2992
3244,CA-2015-100216,4/13/2015 0:00,First Class,HJ-14875,Heather Jas,Home Office,Mesa,Arizona,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,31.104,6,0.2,10.8864
3245,CA-2015-100216,4/13/2015 0:00,First Class,HJ-14875,Heather Jas,Home Office,Mesa,Arizona,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,54.816,3,0.2,17.8152
3246,CA-2017-100601,11/16/2017 0:00,Standard Class,JK-15370,Jay Kimmel,Consumer,Fresno,California,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,48.86,7,0,0.9772
3247,CA-2016-152163,7/1/2016 0:00,Same Day,JF-15355,Jay Fein,Consumer,Columbia,South Carolina,OFF-BI-10002215,Office Supplies,Binders,Wilson Jones Hanging View Binder White 1,14.2,2,0,6.532
3248,CA-2016-152163,7/1/2016 0:00,Same Day,JF-15355,Jay Fein,Consumer,Columbia,South Carolina,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,12.96,2,0,6.2208
3249,CA-2016-152163,7/1/2016 0:00,Same Day,JF-15355,Jay Fein,Consumer,Columbia,South Carolina,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,0,28.0032
3250,CA-2014-128846,4/7/2014 0:00,Standard Class,RS-19765,Roland Schwarz,Corporate,Columbia,South Carolina,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,629.95,5,0,163.787
3251,CA-2014-128846,4/7/2014 0:00,Standard Class,RS-19765,Roland Schwarz,Corporate,Columbia,South Carolina,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,122.97,3,0,60.2553
3252,US-2017-119039,3/6/2017 0:00,Standard Class,BF-11170,Ben Ferrer,Home Office,San Francisco,California,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,14.976,9,0.2,5.4288
3253,CA-2017-128426,10/7/2017 0:00,Standard Class,JK-15730,Joe Kamberova,Consumer,Houston,Texas,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.24,5,0.8,-6.36
3254,US-2017-136868,10/6/2017 0:00,Standard Class,CR-12820,Cyra Reiten,Home Office,New York City,New York,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0,10.3473
3255,CA-2016-143749,12/5/2016 0:00,First Class,AG-10300,Aleksandra Gannaway,Corporate,Franklin,Massachusetts,FUR-BO-10002853,Furniture,Bookcases,OSullivan 5-Shelf Heavy-Duty Bookcases,81.94,1,0,20.485
3256,CA-2016-111493,10/21/2016 0:00,First Class,CM-12160,Charles McCrossin,Consumer,Baltimore,Maryland,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.816
3257,CA-2017-112536,5/18/2017 0:00,Standard Class,SG-20890,Susan Gilcrest,Corporate,Mcallen,Texas,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,2,0.2,0.6696
3258,CA-2017-166709,11/17/2017 0:00,Standard Class,HL-15040,Hunter Lopez,Consumer,Newark,Delaware,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10499.97,3,0,5039.9856
3259,CA-2015-129392,7/8/2015 0:00,Same Day,DM-13015,Darrin Martin,Consumer,Houston,Texas,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,21.12,5,0.2,6.6
3260,CA-2015-150875,11/16/2015 0:00,Standard Class,HK-14890,Heather Kirkland,Corporate,Boise,Idaho,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696.42,2,0,160.1766
3261,CA-2015-150875,11/16/2015 0:00,Standard Class,HK-14890,Heather Kirkland,Corporate,Boise,Idaho,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776,3,0.2,22.8582
3262,CA-2015-154200,6/18/2015 0:00,Standard Class,BG-11740,Bruce Geld,Consumer,San Diego,California,OFF-AR-10001044,Office Supplies,Art,BOSTON Ranger #55 Pencil Sharpener Black,51.98,2,0,15.0742
3263,US-2015-134271,4/18/2015 0:00,Second Class,RF-19735,Roland Fjeld,Consumer,New York City,New York,OFF-LA-10004093,Office Supplies,Labels,Avery 486,21.93,3,0,10.3071
3264,CA-2015-143105,12/10/2015 0:00,Same Day,MA-17560,Matt Abelman,Home Office,New York City,New York,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,1,0,3.4357
3265,CA-2015-143105,12/10/2015 0:00,Same Day,MA-17560,Matt Abelman,Home Office,New York City,New York,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,799.984,2,0.2,249.995
3266,CA-2015-143105,12/10/2015 0:00,Same Day,MA-17560,Matt Abelman,Home Office,New York City,New York,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,184.66,7,0,84.9436
3267,CA-2014-145387,10/31/2014 0:00,Second Class,AM-10705,Anne McFarland,Consumer,Cranston,Rhode Island,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,49.25,5,0,18.715
3268,CA-2014-145387,10/31/2014 0:00,Second Class,AM-10705,Anne McFarland,Consumer,Cranston,Rhode Island,FUR-FU-10002364,Furniture,Furnishings,Eldon Expressions Wood Desk Accessories Oak,14.76,2,0,4.2804
3269,CA-2014-145387,10/31/2014 0:00,Second Class,AM-10705,Anne McFarland,Consumer,Cranston,Rhode Island,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,34.08,2,0,15.6768
3270,CA-2014-145387,10/31/2014 0:00,Second Class,AM-10705,Anne McFarland,Consumer,Cranston,Rhode Island,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,17.67,3,0,7.7748
3271,CA-2014-145387,10/31/2014 0:00,Second Class,AM-10705,Anne McFarland,Consumer,Cranston,Rhode Island,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,1604.9,5,0,481.47
3272,CA-2017-109715,12/9/2017 0:00,Standard Class,AH-10585,Angele Hood,Consumer,Chicago,Illinois,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,15.984,2,0.2,4.995
3273,CA-2014-166457,5/5/2014 0:00,Second Class,PF-19120,Peter Fuller,Consumer,Richmond,Kentucky,OFF-PA-10003016,Office Supplies,Paper,Adams While You Were Out Message Pads,9.42,3,0,4.239
3274,CA-2014-166457,5/5/2014 0:00,Second Class,PF-19120,Peter Fuller,Consumer,Richmond,Kentucky,OFF-AR-10003651,Office Supplies,Art,Newell 350,6.56,2,0,1.9024
3275,CA-2014-166457,5/5/2014 0:00,Second Class,PF-19120,Peter Fuller,Consumer,Richmond,Kentucky,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,24.56,2,0,11.5432
3276,CA-2016-164637,3/4/2016 0:00,Standard Class,RD-19480,Rick Duston,Consumer,Mishawaka,Indiana,OFF-BI-10003876,Office Supplies,Binders,Green Canvas Binder for 8-1/2 x 14 Sheets,128.4,3,0,64.2
3277,CA-2014-103590,11/30/2014 0:00,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,Mount Vernon,New York,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28,4,0,29.2716
3278,CA-2017-149881,4/1/2017 0:00,First Class,NC-18535,Nick Crebassa,Corporate,San Francisco,California,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.984,2,0.2,359.9988
3279,CA-2017-134565,6/11/2017 0:00,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,37.94,2,0,18.2112
3280,CA-2017-134565,6/11/2017 0:00,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,OFF-ST-10004804,Office Supplies,Storage,Belkin 19 Vented Equipment Shelf Black,102.96,2,0,1.0296
3281,CA-2017-134565,6/11/2017 0:00,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,FUR-BO-10001519,Furniture,Bookcases,OSullivan 3-Shelf Heavy-Duty Bookcases,174.42,3,0,41.8608
3282,CA-2015-154970,1/5/2015 0:00,Standard Class,SR-20740,Steven Roelle,Home Office,Seattle,Washington,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,61.584,1,0.2,-6.9282
3283,CA-2017-100223,7/5/2017 0:00,Standard Class,LS-16945,Linda Southworth,Corporate,Dallas,Texas,OFF-BI-10003429,Office Supplies,Binders,Cardinal HOLDit! Binder Insert StripsExtra Strips,11.394,9,0.8,-17.6607
3284,CA-2017-100223,7/5/2017 0:00,Standard Class,LS-16945,Linda Southworth,Corporate,Dallas,Texas,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,15.552,3,0.2,5.6376
3285,CA-2017-100223,7/5/2017 0:00,Standard Class,LS-16945,Linda Southworth,Corporate,Dallas,Texas,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,31.104,6,0.2,11.2752
3286,CA-2017-100223,7/5/2017 0:00,Standard Class,LS-16945,Linda Southworth,Corporate,Dallas,Texas,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,6.316,1,0.8,-10.4214
3287,CA-2014-168823,9/21/2014 0:00,First Class,MA-17560,Matt Abelman,Home Office,Philadelphia,Pennsylvania,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,20.808,9,0.2,7.0227
3288,CA-2017-104024,8/29/2017 0:00,Second Class,MD-17860,Michael Dominguez,Corporate,Philadelphia,Pennsylvania,OFF-AR-10001972,Office Supplies,Art,Newell 323,9.408,7,0.2,0.7056
3289,CA-2017-158673,12/29/2017 0:00,Standard Class,KB-16600,Ken Brennan,Corporate,Grand Rapids,Michigan,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,209.7,2,0,100.656
3290,CA-2014-133704,9/20/2014 0:00,Standard Class,MA-17995,Michelle Arnett,Home Office,Los Angeles,California,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,43.92,4,0,11.8584
3291,CA-2014-133704,9/20/2014 0:00,Standard Class,MA-17995,Michelle Arnett,Home Office,Los Angeles,California,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20.232,3,0.2,6.5754
3292,CA-2016-159142,4/4/2016 0:00,First Class,ME-17320,Maria Etezadi,Home Office,Springfield,Virginia,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,5.9988
3293,CA-2014-138436,3/26/2014 0:00,Standard Class,JD-15895,Jonathan Doherty,Corporate,Los Angeles,California,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,3,0,8.619
3294,CA-2017-117702,11/28/2017 0:00,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Baltimore,Maryland,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,1.64,1,0,0.738
3295,CA-2017-117702,11/28/2017 0:00,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Baltimore,Maryland,FUR-FU-10004270,Furniture,Furnishings,Eldon Image Series Desk Accessories Burgundy,20.9,5,0,7.524
3296,CA-2016-157336,12/1/2016 0:00,Second Class,SJ-20500,Shirley Jackson,Consumer,Fairfield,Connecticut,OFF-BI-10004236,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binder White 3,88.08,6,0,40.5168
3297,CA-2016-157336,12/1/2016 0:00,Second Class,SJ-20500,Shirley Jackson,Consumer,Fairfield,Connecticut,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,751.92,4,0,150.384
3298,CA-2014-168130,9/19/2014 0:00,Same Day,BS-11365,Bill Shonely,Corporate,New York City,New York,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,887.103,7,0.1,177.4206
3299,CA-2015-155068,10/23/2015 0:00,Same Day,RA-19285,Ralph Arnett,Consumer,Lakeland,Florida,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,55.944,7,0.2,-13.2867
3300,CA-2015-155068,10/23/2015 0:00,Same Day,RA-19285,Ralph Arnett,Consumer,Lakeland,Florida,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,10.688,2,0.2,2.2712
3301,CA-2017-163160,10/13/2017 0:00,First Class,TS-21610,Troy Staebel,Consumer,Freeport,Illinois,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,63.312,3,0.2,20.5764
3302,CA-2017-163160,10/13/2017 0:00,First Class,TS-21610,Troy Staebel,Consumer,Freeport,Illinois,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,96.784,4,0.8,-145.176
